Entity,Code,Year,Coal consumption - TWh,Oil consumption - TWh,Gas consumption - TWh,Nuclear consumption - TWh,Hydro consumption - TWh,Wind consumption - TWh,Solar consumption - TWh,Other renewables (including geothermal and biomass) - TWh
Africa (EI),,1970,360.7569,435.02707,15.548499,0,81.70288,0,,
Africa (EI),,1971,383.0123,474.30536,18.405264,0,76.92132,0,0,0.52352136
Africa (EI),,1972,384.21082,510.7296,24.670656,0,87.625046,0,0,0.5267136
Africa (EI),,1973,408.91034,549.804,39.551792,0,92.68892,0,0,0.5426747
Africa (EI),,1974,425.6462,569.7385,44.518486,0,105.467155,0,0,0.5586358
Africa (EI),,1975,451.08047,597.6711,53.638374,0,111.53163,0,0,0.54905915
Africa (EI),,1976,481.07416,652.5852,60.98139,0,123.595146,0,0,0.59055775
Africa (EI),,1977,491.69843,695.1952,68.23419,0,135.81087,0,0,0.6033267
Africa (EI),,1978,477.81558,732.366,97.369896,0,136.92912,0,0,0.6224797
Africa (EI),,1979,507.24698,771.1747,148.8428,0,146.56386,0,0,0.64163303
Africa (EI),,1980,543.55707,818.15454,186.91397,0,142.85742,0,0,0.66078633
Africa (EI),,1981,635.79877,885.4927,228.49115,0,148.41988,0,0,0.6959005
Africa (EI),,1982,701.17584,926.5319,246.73354,0,148.4593,0,0,0.7533603
Africa (EI),,1983,713.24603,964.7042,271.27533,0,133.79536,0,0,0.7342069
Africa (EI),,1984,762.8978,982.03625,259.90277,11.137245,131.55637,0,0,0.7469758
Africa (EI),,1985,787.1659,1007.3241,278.84274,15.081391,146.22218,0,0,0.8587031
Africa (EI),,1986,805.356,984.45636,313.2712,24.978643,151.23631,0,0,1.9731369
Africa (EI),,1987,828.3197,1038.56,323.38437,17.498955,145.05942,0,0,1.9731369
Africa (EI),,1988,890.16077,1081.7911,358.44455,29.774042,158.47527,0,0,1.8837552
Africa (EI),,1989,835.62085,1117.5557,371.47104,31.493576,166.40816,0,0,1.8550252
Africa (EI),,1990,877.6782,1135.7397,398.6454,23.974163,169.3014,0,0,2.4564898
Africa (EI),,1991,853.76215,1141.6711,401.6356,25.946236,179.3458,0,0,2.5178437
Africa (EI),,1992,858.8311,1163.9397,421.27026,26.35484,171.09227,0,0,2.6294963
Africa (EI),,1993,871.7139,1175.8846,412.64398,20.58617,167.60956,0.005913972,0,2.9341135
Africa (EI),,1994,894.4478,1213.9683,431.8279,27.51538,170.3109,0.015967749,0,2.6102505
Africa (EI),,1995,922.47125,1255.8746,461.24347,32.066753,176.73593,0.018629028,0,3.1447382
Africa (EI),,1996,935.2283,1283.199,484.19174,33.41174,184.26909,0.020994611,0,3.9078012
Africa (EI),,1997,959.0191,1323.6312,474.47552,35.88605,188.81116,0.021290332,0,4.3277464
Africa (EI),,1998,937.03894,1354.9564,499.33698,38.593037,197.0978,0.02247311,0,5.356451
Africa (EI),,1999,966.0107,1404.4688,504.0196,36.42518,209.01259,0.05854833,0,5.315038
Africa (EI),,2000,963.7305,1407.994,556.8223,36.91607,222.53064,0.51895165,0.035309445,7.232071
Africa (EI),,2001,975.9262,1422.8947,634.6361,30.217817,237.57631,1.2208859,0.043949444,7.4369783
Africa (EI),,2002,934.4216,1456.7892,670.636,33.585613,248.17819,1.2947483,0.049035557,7.325133
Africa (EI),,2003,1017.0484,1501.1073,711.5361,35.24046,239.4766,1.5533036,0.058174446,8.252064
Africa (EI),,2004,1119.1619,1571.3392,783.1059,36.957523,251.33614,2.213917,0.07079333,9.302899
Africa (EI),,2005,1039.0726,1641.0863,808.02795,31.029053,254.37918,2.234557,0.08413694,9.396595
Africa (EI),,2006,1054.097,1657.1124,843.74774,27.375378,261.91766,2.425894,0.107875,11.809589
Africa (EI),,2007,1071.6333,1719.9576,900.4145,30.707249,269.18546,2.8734944,0.14273639,9.802753
Africa (EI),,2008,1180.7251,1806.7784,935.5027,35.065548,272.4835,3.6861725,0.20416167,10.1718235
Africa (EI),,2009,1176.002,1871.0248,941.2384,34.31848,278.0456,4.4382644,0.26760194,10.973952
Africa (EI),,2010,1165.736,1950.0487,981.41986,36.028275,298.87427,6.341038,0.59966856,11.492782
Africa (EI),,2011,1147.9299,1916.3333,1061.5934,34.154095,305.47137,6.58354,1.6609564,12.089015
Africa (EI),,2012,1119.2825,2036.6794,1147.7354,34.119267,304.92633,6.8976955,2.7218072,12.520772
Africa (EI),,2013,1131.4148,2110.8115,1170.6193,36.891415,320.25552,9.793645,2.1511917,13.565806
Africa (EI),,2014,1184.3007,2132.531,1203.4098,35.859425,336.39395,13.708232,5.1635137,16.062428
Africa (EI),,2015,1120.4589,2192.255,1326.6871,31.62243,324.03214,23.996231,9.722824,20.120222
Africa (EI),,2016,1186.4392,2207.7068,1371.4885,38.599903,312.72516,29.919565,14.239504,20.435162
Africa (EI),,2017,1185.3502,2233.6814,1450.0592,36.245564,333.38794,36.2268,18.509743,21.778885
Africa (EI),,2018,1164.7024,2255.9873,1544.472,29.399641,354.0226,39.058712,22.178051,23.123674
Africa (EI),,2019,1230.6681,2274.9304,1551.5338,33.520515,364.74643,50.826218,29.34746,23.529425
Africa (EI),,2020,1178.5452,2024.547,1536.9285,24.957308,388.30878,50.17715,40.154903,22.484823
Africa (EI),,2021,1159.7943,2208.2827,1684.7048,31.02282,398.662,59.608654,46.85353,22.461031
Africa (EI),,2022,1103.5779,2329.6067,1625.0382,25.268139,408.593,62.29431,47.401516,23.924511
Algeria,DZA,1965,0.81409997,15.4052515,7.4305,0,1.1827958,,,
Algeria,DZA,1966,0.79083997,20.272705,7.7192497,0,1.0497311,,,
Algeria,DZA,1967,0.60476,18.94203,7.48825,0,1.2123655,,,
Algeria,DZA,1968,0.63965,20.167301,7.87325,0,1.664785,,,
Algeria,DZA,1969,0.81409997,21.305931,10.351687,0,1.067473,,,
Algeria,DZA,1970,0.96528995,24.34768,9.730875,0,1.7150539,,,
Algeria,DZA,1971,0.26749,27.440048,11.0494995,0,0.97580636,,,
Algeria,DZA,1972,0.23259999,30.121414,12.830125,0,1.4637097,,,
Algeria,DZA,1973,0.26749,32.900345,17.859186,0,2.2236557,,,
Algeria,DZA,1974,0.22096999,36.54384,20.6745,0,1.4696236,,,
Algeria,DZA,1975,0.27912,40.63067,28.49,0,0.9698925,,,
Algeria,DZA,1976,0.54660994,46.71773,33.6875,0,1.1502688,,,
Algeria,DZA,1977,0.70943,52.80649,35.901253,0,0.79543,,,
Algeria,DZA,1978,0.36053,54.607944,57.65375,0,0.73924726,,,
Algeria,DZA,1979,0.83736,65.31862,81.52374,0,0.8604839,,,
Algeria,DZA,1980,0.74432,66.20243,109.43624,0,0.75994605,,,
Algeria,DZA,1981,0.52335,71.323074,142.25749,0,1.0822581,,,
Algeria,DZA,1982,9.711049,75.57342,161.41124,0,1.4163978,,,
Algeria,DZA,1983,8.66435,84.89242,176.715,0,0.69489247,,,
Algeria,DZA,1984,9.60638,94.00201,155.25125,0,1.336559,,,
Algeria,DZA,1985,10.025061,96.5538,153.8075,0,1.910215,,,
Algeria,DZA,1986,10.292549,98.02125,168.43748,0,0.73924726,,,
Algeria,DZA,1987,12.30454,99.10052,172.2875,0,1.4755378,,,
Algeria,DZA,1988,11.571849,99.1726,194.13625,0,0.5411292,,,
Algeria,DZA,1989,9.78083,103.93665,182.68251,0,0.6682794,,,
Algeria,DZA,1990,7.66417,111.811615,195.09874,0,0.39919358,0,0,0
Algeria,DZA,1991,7.9084,110.627785,192.69249,0,0.86639774,0,0,0
Algeria,DZA,1992,9.397039,111.292656,198.94875,0,0.58844084,0,0,0
Algeria,DZA,1993,7.6525397,110.754875,178.54373,0,1.0438172,0,0,0
Algeria,DZA,1994,7.2106,106.05089,188.16875,0,0.49086028,0,0,0
Algeria,DZA,1995,7.2106,103.14228,202.22125,0,0.57069886,0,0,0
Algeria,DZA,1996,3.3959599,98.42207,207.70749,0,0.39919358,0,0,0
Algeria,DZA,1997,5.95456,97.64342,194.04001,0,0.22177416,0,0,0
Algeria,DZA,1998,6.37324,100.65875,200.68124,0,0.6357528,0,0,0
Algeria,DZA,1999,6.82681,98.898346,205.10875,0,0.6002689,0,0,0
Algeria,DZA,2000,5.6405497,103.13248,191.01292,,0.1596775,0,0,0
Algeria,DZA,2001,6.5127997,106.77533,197.32211,,0.2027075,0,0,0
Algeria,DZA,2002,8.54805,118.397224,194.83887,,0.16637361,0,0,0
Algeria,DZA,2003,7.0477796,123.17411,205.93167,,0.76853275,0,0,0
Algeria,DZA,2004,8.408489,128.74683,211.89917,,0.72329473,0,0,0
Algeria,DZA,2005,6.9082203,134.21338,223.55986,,1.5900536,0,0,0
Algeria,DZA,2006,10.25766,139.84572,228.4975,,0.61916,0,0,0
Algeria,DZA,2007,8.80391,156.39,233.80681,,0.63904226,0,0,0
Algeria,DZA,2008,8.80391,169.9159,244.04187,,0.79524636,0,0,0
Algeria,DZA,2009,5.65218,180.13441,262.1176,,0.9551075,0,0,0
Algeria,DZA,2010,3.6053,181.61191,253.27225,,0.48017526,0,0.025257777,0
Algeria,DZA,2011,3.1982498,192.22765,267.9696,,1.0427713,0,0.049983334,0
Algeria,DZA,2012,3.3959599,204.39526,298.74075,,1.0666127,0,0.07327278,0
Algeria,DZA,2013,1.83754,213.57639,321.21512,,0.26981637,0,0.077946946,0
Algeria,DZA,2014,2.08177,221.92514,360.91824,,0.5228558,0.0027090972,0.16254583,0
Algeria,DZA,2015,1.5467899,236.14848,379.225,,0.3904811,0.05116639,0.1561925,0
Algeria,DZA,2016,0.56987,229.56384,385.9625,,0.19274665,0.051003054,0.65587413,0
Algeria,DZA,2017,2.1166599,225.51212,394.625,,0.14903222,0.050564446,1.3412902,0
Algeria,DZA,2018,5.815,227.7859,434.0875,,0.30955,0.026457276,1.5953735,0
Algeria,DZA,2019,4.80319,236.9513,450.54623,,0.40066776,0.02635972,1.6211231,0
Algeria,DZA,2020,1.52353,211.92543,433.50037,,0.13026388,0.020222416,1.799008,0
Algeria,DZA,2021,3.10521,221.15904,477.015,,0.024335083,0.027475111,1.7374732,0
Algeria,DZA,2022,1.4969789,238.61775,442.74997,,0.20017584,0.027374918,1.7774663,0
Argentina,ARG,1965,8.4550495,275.2159,41.234,0,3.6226556,,,0
Argentina,ARG,1966,6.971818,283.8763,44.657196,0,3.6694174,,,0
Argentina,ARG,1967,7.840397,290.73495,46.699448,0,3.7574391,,,0
Argentina,ARG,1968,7.619035,296.7972,51.999577,0,4.428607,,,0
Argentina,ARG,1969,9.1221695,308.01144,51.805073,0,3.971993,,,0
Argentina,ARG,1970,11.722598,278.4355,58.5445,0,4.6044087,,,0.17953554
Argentina,ARG,1971,10.277542,296.5011,63.202774,0,4.5719438,,,0.18831056
Argentina,ARG,1972,8.651295,295.1862,70.92442,0,4.443309,,,0.24269499
Argentina,ARG,1973,9.496522,297.19864,80.70777,0,8.863367,,,0.19143721
Argentina,ARG,1974,11.825921,297.124,85.4244,2.9396653,14.769164,,,0.19473471
Argentina,ARG,1975,11.51094,280.82806,87.525,7.142025,15.360892,,,0.20427027
Argentina,ARG,1976,11.642586,290.2354,98.51425,7.298088,14.829011,,,0.194605
Argentina,ARG,1977,11.008503,305.6577,102.890495,4.6450114,17.052307,,,0.20431082
Argentina,ARG,1978,13.419195,297.30927,100.070244,8.217443,22.906666,,,0.20421417
Argentina,ARG,1979,12.501674,319.8096,102.890495,7.6385903,31.512377,,,0.3032075
Argentina,ARG,1980,11.144589,297.0181,112.12925,6.639785,44.77142,,,0.31608444
Argentina,ARG,1981,10.560467,278.5258,117.18625,7.990442,43.42278,,,0.27777916
Argentina,ARG,1982,10.666076,265.01834,133.13525,5.306153,52.01993,,,0.3670186
Argentina,ARG,1983,9.679963,268.31186,143.152,9.661737,54.463337,,,0.49471387
Argentina,ARG,1984,7.185223,255.45346,152.39075,13.168906,58.778633,,,0.36706665
Argentina,ARG,1985,10.599606,237.50685,155.69725,16.36111,61.071068,,,0.38308498
Argentina,ARG,1986,12.109348,249.74571,168.2425,16.205048,62.18621,,,0.39580223
Argentina,ARG,1987,13.439672,266.5798,168.33974,18.344534,64.795074,,,0.33832997
Argentina,ARG,1988,13.772349,268.36047,196.6395,16.451912,45.121124,,,0.3925175
Argentina,ARG,1989,14.902768,246.34749,206.55899,14.298237,38.994976,,,0.33837858
Argentina,ARG,1990,12.266131,229.97305,197.32025,20.659946,52.377666,0,0,0.42463276
Argentina,ARG,1991,10.794012,240.28345,200.91849,22.007765,46.925213,0,0,0.4182047
Argentina,ARG,1992,12.168163,252.70636,217.25648,20.092442,56.670963,0,0,0.41494164
Argentina,ARG,1993,8.069987,247.78004,229.41273,21.99074,70.28262,0,0,0.30643585
Argentina,ARG,1994,7.065107,261.49545,235.83125,23.366934,80.68641,0,0,0.3160422
Argentina,ARG,1995,7.414152,259.54364,262.47775,20.049881,78.3711,0,0,0.37992388
Argentina,ARG,1996,7.766816,259.82446,301.18326,21.165024,66.44853,0.028440276,0,0.7119275
Argentina,ARG,1997,6.1277137,275.29974,277.55148,22.589457,82.57294,0.04314833,0,0.5706336
Argentina,ARG,1998,8.23741,283.28546,296.70972,21.147999,78.28777,0.09622333,0.00005026889,0.6604455
Argentina,ARG,1999,9.885469,287.10687,314.701,20.163382,63.270077,0.10284694,0.00007688166,0.8363575
Argentina,ARG,2000,7.512647,264.93796,322.96722,17.527328,84.49667,0.102779165,0.00010645166,1.2322811
Argentina,ARG,2001,6.1568522,245.34851,302.35025,19.899952,107.4648,0.14501223,0.000126325,1.1587647
Argentina,ARG,2002,4.5862966,232.86867,294.37573,16.304049,104.4325,0.21425694,0.00013718527,1.691805
Argentina,ARG,2003,5.593865,237.5023,336.2905,21.055779,98.02586,0.22607638,0.00018850806,2.8110504
Argentina,ARG,2004,9.519818,254.68643,368.09125,21.759527,87.78204,0.20876417,0.00020171555,2.7692764
Argentina,ARG,2005,10.961645,266.6645,392.89,18.885078,97.97495,0.20536307,0.00023193638,2.9256546
Argentina,ARG,2006,9.9238205,281.325,406.505,21.081717,108.16867,0.19815388,0.00025608638,3.340032
Argentina,ARG,2007,14.36036,312.6087,427.12198,19.682814,88.27875,0.17416167,0.00030792778,3.4183764
Argentina,ARG,2008,17.516068,316.19568,431.88724,19.938072,87.67296,0.117885,0.00040380552,3.8497345
Argentina,ARG,2009,9.620937,302.02786,418.3556,21.929417,96.67863,0.10285972,0.00021248082,3.7953258
Argentina,ARG,2010,13.472079,327.43576,420.87415,19.20336,92.593056,0.07036527,0.00023839444,4.3968244
Argentina,ARG,2011,14.618645,339.91183,438.3979,16.94204,86.033966,0.07335416,0.004452472,4.4356213
Argentina,ARG,2012,13.669181,360.51144,456.64206,16.844624,79.966896,1.0141377,0.022409748,4.638603
Argentina,ARG,2013,14.939302,382.57983,460.2769,16.233166,89.3157,1.2355814,0.041083056,4.8742037
Argentina,ARG,2014,15.891717,379.9156,461.54977,14.334412,87.82,1.6782616,0.043193888,4.733484
Argentina,ARG,2015,15.814129,387.81003,466.52567,18.18994,87.08391,1.5978347,0.03954083,4.7479925
Argentina,ARG,2016,12.188642,375.905,482.1001,21.283125,79.64933,1.4653004,0.038209442,3.7572882
Argentina,ARG,2017,12.525288,371.47742,483.00027,15.547312,84.081566,1.6275572,0.043690275,4.66604
Argentina,ARG,2018,13.709147,354.6256,487.0214,17.446835,85.40055,3.7377324,0.2860825,4.524067
Argentina,ARG,2019,8.123962,321.83243,465.58914,21.353771,72.50111,13.169229,2.1079817,4.7105803
Argentina,ARG,2020,10.015325,288.1951,439.31244,25.229486,62.16348,24.71506,3.5306728,7.0213385
Argentina,ARG,2021,14.052401,358.09964,459.3407,25.535925,51.412483,33.85339,5.763542,7.1941686
Argentina,ARG,2022,14.398857,382.78323,456.82983,18.686522,62.283165,36.92865,7.658984,7.472752
Asia,,1965,2604.784,2233.2266,94.07477,0.07093778,422.57114,0,0,0.31922054
Asia,,1966,2753.783,2506.5833,108.5265,1.6571085,440.72614,0,0,0.38944888
Asia,,1967,2667.2107,2879.2722,126.21153,1.7847968,411.7628,0,0,0.5522514
Asia,,1968,2708.1685,3251.113,148.64935,2.9623656,457.68658,0,0,0.5714044
Asia,,1969,3056.8271,3745.6511,183.48021,5.12677,475.1415,0,0,0.5682125
Asia,,1970,3440.9536,4295.8433,218.33952,16.71053,486.36957,0,0,1.2185819
Asia,,1971,3697.763,4780.934,249.01791,25.625261,532.02374,0,0,1.185687
Asia,,1972,3842.575,5167.581,276.8143,30.09737,550.21124,0,0,1.2640164
Asia,,1973,3932.5076,5873.794,338.35718,34.164936,511.50867,0,0,1.3495872
Asia,,1974,4027.638,5864.1836,400.5083,62.50484,582.5669,0,0,1.5334555
Asia,,1975,4352.3564,5818.649,459.15836,79.10505,627.5821,0,0,1.7763042
Asia,,1976,4453.9956,6276.091,511.23123,105.70347,645.5118,0,0,1.5568823
Asia,,1977,4754.6685,6688.033,619.9296,96.498856,634.11053,0,0,2.2133296
Asia,,1978,4987.2344,7114.5605,733.8872,189.37021,667.8612,0,0,2.7942965
Asia,,1979,5233.9395,7377.731,894.3802,233.45267,722.0882,0,0,5.3907022
Asia,,1980,5541.4194,6967.1045,932.2665,274.6574,773.687,0,0,9.333409
Asia,,1981,5723.564,6900.1816,957.2914,295.1559,825.0414,0,0,14.798612
Asia,,1982,5951.464,6869.4585,1022.4518,345.1878,817.2095,0,0,42.29964
Asia,,1983,6326.967,7121.8887,1100.3403,412.8858,854.6579,0,0,49.01774
Asia,,1984,6892.806,7473.2397,1353.0007,496.60992,856.65027,0,0,53.77062
Asia,,1985,7993.0044,8199.495,2157.772,610.6749,1014.9135,0,0,57.24719
Asia,,1986,8322.275,8389.682,2427.474,649.5678,1022.63806,0,0,60.14763
Asia,,1987,8908.044,8676.147,2586.5664,768.97906,1059.5243,0,0,61.210728
Asia,,1988,9504.191,9309.089,2777.1804,725.6453,1217.4332,0,0,66.07489
Asia,,1989,9890.94,9748.385,3012.6296,757.5465,1245.4998,0,0,71.38683
Asia,,1990,10069.819,10312.535,3132.374,814.75977,1313.2598,0.09853655,0.011827972,57.274326
Asia,,1991,10463.952,10671.2705,3316.262,870.17255,1327.7328,0.3637123,0.011827972,58.428116
Asia,,1992,10792.991,11284.275,3529.3804,893.3349,1337.3724,0.6528531,0.045833275,59.23717
Asia,,1993,11289.662,11734.465,3513.7263,989.9413,1486.4065,0.91622543,0.084274136,58.6732
Asia,,1994,11828.354,12342.791,3796.997,1056.8002,1475.0402,1.70937,0.1064517,69.268974
Asia,,1995,12008.845,13031.792,4033.9578,1165.0416,1592.3455,3.2958343,0.14640085,83.87974
Asia,,1996,12512.806,13589.954,4316.743,1230.6072,1581.7603,2.88862,0.21456084,84.913086
Asia,,1997,12531.089,14236.678,4538.3774,1309.1163,1575.5612,3.5361347,0.34409136,95.9839
Asia,,1998,12510.558,13955.824,4738.892,1362.2074,1670.1357,4.3112326,0.49475983,101.919205
Asia,,1999,12818.992,14393.501,5115.055,1385.1049,1626.857,6.0019674,0.7264335,111.610435
Asia,,2000,13324.218,14896.244,5395.233,1424.5581,1675.6648,7.0454373,1.128829,122.46354
Asia,,2001,13950.583,15049.312,5743.8115,1433.7633,1796.9381,9.402452,1.6286256,125.022804
Asia,,2002,15029.36,15435.635,6074.999,1460.871,1849.2834,10.129173,2.249915,128.96404
Asia,,2003,17203.135,16058.786,6503.45,1291.3638,1909.299,13.323996,3.0549488,134.84395
Asia,,2004,19355.104,17038.521,6988.3374,1472.2356,2234.6326,23.48332,4.007963,142.42552
Asia,,2005,22004.871,17272.64,7521.4087,1527.3424,2300.812,29.352158,5.0639973,160.533
Asia,,2006,23724.082,17742.281,7977.54,1557.8738,2516.3892,45.691483,6.242032,172.8083
Asia,,2007,25780.477,18258.92,8605.575,1485.0784,2625.0808,60.313587,7.4404664,192.80675
Asia,,2008,26500.19,18472.574,9200.066,1432.8289,2960.1826,91.66827,8.967487,217.18561
Asia,,2009,27347.764,18580.072,9460.394,1489.7334,2857.9998,141.52357,11.51467,244.87933
Asia,,2010,28635.13,19681.787,10398.672,1559.2688,3271.4253,216.39903,16.258839,274.18985
Asia,,2011,30749.578,20235.803,11160.103,1285.9719,3291.992,303.7643,28.539404,294.12836
Asia,,2012,31463.457,21138.14,11738.725,912.1577,3703.705,395.0644,42.711147,320.72372
Asia,,2013,32095.832,21521.123,12048.696,917.2199,3975.8748,504.18372,79.66127,359.24615
Asia,,2014,32596.094,21877.574,12561.764,982.41174,4315.0957,571.8369,160.74902,415.27933
Asia,,2015,32243.99,22727.037,12999.431,1100.9365,4468.901,648.8327,246.3561,486.749
Asia,,2016,31842.137,23561.188,13359.468,1224.212,4614.2505,835.9113,370.0739,495.98334
Asia,,2017,32552.943,24200.54,13955.748,1284.937,4707.218,1040.41,579.48773,580.9673
Asia,,2018,33547.27,24577.879,14674.116,1428.2195,4787.9844,1232.154,822.4198,705.0356
Asia,,2019,34354.37,24801.555,15023.7295,1658.1254,5099.8013,1355.3057,1032.6302,796.7365
Asia,,2020,34336.203,23380.932,15343.792,1677.681,5209.6353,1518.7006,1233.8334,890.8416
Asia,,2021,36046.984,24196.814,16275.798,1833.5519,5095.7603,2056.8257,1556.135,1029.8417
Asia,,2022,36848.836,24734.361,15983.315,1919.8208,5207.5684,2365.34,1944.5848,1142.1415
Asia Pacific (EI),,1965,2780.7314,1932.4469,56.231968,0.07093778,461.55515,0,0,4.7698627
Asia Pacific (EI),,1966,2931.5122,2202.858,62.38925,1.6571085,479.9543,0,0,4.7627687
Asia Pacific (EI),,1967,2854.2986,2566.8086,71.39151,1.7847968,452.02533,0,0,4.143481
Asia Pacific (EI),,1968,2896.733,2932.971,77.81802,2.9623656,497.5108,0,0,4.5747833
Asia Pacific (EI),,1969,3250.1877,3406.4736,102.60042,5.1267695,515.0005,0,0,4.6623917
Asia Pacific (EI),,1970,3631.1384,3952.3787,142.32472,16.710527,534.35754,0,0,5.133998
Asia Pacific (EI),,1971,3886.6707,4395.882,170.55855,25.625261,589.7924,0,0,5.0720177
